sample_index,sample_name,layout,rig_id,strict_roi_surface_recall,strict_roi_surface_precision,strict_roi_surface_f2,strict_roi_false_empty_rate,strict_roi_overfill_ratio,strict_roi_surface_iou_weighted,strict_roi_surface_iou_unweighted,strict_roi_filled_iou_weighted,strict_roi_filled_iou_unweighted,strict_roi_robert_loss,strict_roi_robert_coverage,strict_roi_robert_overfill,strict_roi_gt_surface_voxels,strict_roi_reconstruction_voxels,visible_gt_surface_voxels,distance_gt_surface_voxels,distance_reconstruction_voxels,gt_to_reconstruction_median_cm,gt_to_reconstruction_p95_cm,reconstruction_to_gt_median_cm,reconstruction_to_gt_p95_cm,visible_gt_recall_at_5cm,surface_precision_at_5cm,surface_f1_at_5cm,surface_f2_at_5cm,visible_gt_recall_at_10cm,surface_precision_at_10cm,surface_f1_at_10cm,surface_f2_at_10cm,visible_gt_recall_at_15cm,surface_precision_at_15cm,surface_f1_at_15cm,surface_f2_at_15cm,free_volume_voxels_total,certified_free_volume_fraction,single_view_certified_free_volume_fraction,redundantly_certified_free_volume_fraction,unknown_free_volume_fraction,roi_certified_free_volume_fraction,roi_single_view_certified_free_volume_fraction,roi_redundantly_certified_free_volume_fraction,roi_unknown_free_volume_fraction,roi_visible_1plus,roi_visible_2plus,roi_visible_3plus,visible_by_at_least_1_camera,visible_by_at_least_2_cameras,visible_by_at_least_3_cameras,redundant_coverage_fraction,single_view_risk_fraction,blind_surface_fraction,observable_surface_fraction,redundant_surface_fraction,strong_redundancy_fraction,single_view_surface_fraction,strict_missed_surface_fraction,strict_extra_surface_fraction,navigation_visibility_score,headline_threshold_cm,mean_view_diversity_deg,metric_scope,num_depth_cameras,raw_depth_mb_per_sample,reconstruction_voxels_total,gt_props_voxels_total,gt_surface_voxels_total,roi_x_min,roi_x_max,roi_y_min,roi_y_max,roi_z_min,roi_z_max
36,sample_0036,C1_standard_cath,4CamAsym,0.056970177350639056,0.05236320847224946,0.05598505285696439,0.943029822649361,0.957495293767958,0.01657580887254746,0.009201233462647966,0.026745654185391474,0.014174991895794653,10.040928565613546,0.11225299748246531,1.16345854065801,10093,10198,9858,10093,10198,66.7083213146631,160.3238908935221,103.9831558932481,232.51074877564096,0.01754919862040982,0.01814081192390665,0.01784010185106734,0.017664413996242925,0.041387705416920266,0.05236320847224946,0.04623300098164915,0.043198620385104435,0.06055995130858186,0.07236713080996274,0.0659391577449169,0.06260276287303466,544053,0.9353371822230554,0.1947530847178492,0.7405840975052063,0.06466281777694452,0.9353371822230554,0.1947530847178492,0.7405840975052063,0.06466281777694452,0.9767165362132171,0.7717229763202219,0.2582978301793322,0.9767165362132171,0.7717229763202219,0.2582978301793322,0.7717229763202219,0.20499355989299514,0.023283463786782917,0.9767165362132171,0.7717229763202219,0.2582978301793322,0.20499355989299514,0.943029822649361,0.9476367915277505,72.17272478386741,10.0,90.26349332305308,roi,4,4.9152,12811,32923,14657,-4.0,4.0,0.0,2.35,-2.0,2.0
9,sample_0009,N1_mirrored_head,4CamAsym,0.0449519479177431,0.03676396323603676,0.04303501610918555,0.9550480520822568,0.9855327064172781,0.007936173167130234,0.004257501923570146,0.013166783999547625,0.006647645380474748,10.325280553537004,0.08849291624774558,1.2102097162630194,9677,9901,8606,9677,9901,55.90170027049498,143.48343081320326,76.48529384361144,251.24689427189267,0.009528236114338834,0.008382991617008383,0.00891900038003381,0.009274819750160396,0.03939112247269347,0.03676396323603676,0.0380322276558428,0.038836075918491954,0.06414129676969556,0.06322593677406323,0.06368032752747056,0.06395611053743329,545008,0.914204929101958,0.18162852655373865,0.7325764025482194,0.08579507089804186,0.914204929101958,0.18162852655373865,0.7325764025482194,0.08579507089804186,0.8893252040921773,0.6538183321277256,0.3456649788157487,0.8893252040921773,0.6538183321277256,0.3456649788157487,0.6538183321277256,0.2355068719644518,0.11067479590782267,0.8893252040921773,0.6538183321277256,0.3456649788157487,0.2355068719644518,0.9550480520822568,0.9632360367639632,67.71414061187178,10.0,96.73926945034259,roi,4,4.9152,12761,32621,14178,-4.0,4.0,0.0,2.35,-2.0,2.0
21,sample_0021,N1_mirrored_head,4CamAsym,0.0621286354633587,0.052688277347958085,0.05997929209740168,0.9378713645366413,1.0083394141561555,0.01616898895036482,0.009018189229123147,0.02465097301974652,0.013028433879945841,10.021089451878979,0.12083321160989757,1.2294215682126919,9593,10211,8770,9593,10211,51.23475459325532,155.60767694570677,71.23903530541936,241.86773605306655,0.01904218928164196,0.017334247380276172,0.01814812279376349,0.01867419589894214,0.05153933865450399,0.052688277347958085,0.052107475417929476,0.05176510016939417,0.0838084378563284,0.0767799431985114,0.08014038196159941,0.0823016467327786,545349,0.9125037361396098,0.1903955081975029,0.7221082279421068,0.08749626386039032,0.9125037361396098,0.1903955081975029,0.7221082279421068,0.08749626386039032,0.91420827686855,0.7003023037631606,0.35359116022099446,0.91420827686855,0.7003023037631606,0.35359116022099446,0.7003023037631606,0.21390597310538934,0.08579172313145002,0.91420827686855,0.7003023037631606,0.35359116022099446,0.21390597310538934,0.9378713645366413,0.9473117226520419,69.8232301540292,10.0,96.57484342055531,roi,4,4.9152,12869,31651,13862,-4.0,4.0,0.0,2.35,-2.0,2.0
3,sample_0003,N2_mirrored_support,4CamAsym,0.14654138344662135,0.11992930483083655,0.14031429003904416,0.8534586165533786,1.045281887245102,0.02983479614360303,0.02113563196939299,0.04639304949834408,0.03174648046587889,9.052901603984864,0.21518143706947446,1.2047159748893255,10004,11882,8727,10004,11882,33.16624839776961,98.74208976202927,80.62257868435552,255.04656795277003,0.04927237309499255,0.03812489479885541,0.04298770627517009,0.0465501775497711,0.13784805775180475,0.11992930483083655,0.12826589249593184,0.1338483748370068,0.21175661739429358,0.19584245076586435,0.20348886028411006,0.20837018324421325,543760,0.9180796675003678,0.20340223628071208,0.7146774312196558,0.0819203324996322,0.9180796675003678,0.20340223628071208,0.7146774312196558,0.0819203324996322,0.8723510595761695,0.5692722910835666,0.25839664134346263,0.8723510595761695,0.5692722910835666,0.25839664134346263,0.5692722910835666,0.30307876849260296,0.12764894042383046,0.8723510595761695,0.5692722910835666,0.25839664134346263,0.30307876849260296,0.8534586165533786,0.8800706951691635,62.440442349615985,10.0,97.13267711760098,roi,4,4.9152,14528,32786,14343,-4.0,4.0,0.0,2.35,-2.0,2.0
27,sample_0027,N2_mirrored_support,4CamAsym,0.09808444489018153,0.0782055412371134,0.09333930041415987,0.9019155551098185,1.1478287032393943,0.023169323877963513,0.016251305097825592,0.030304094241394013,0.017969030334814652,9.76748002276331,0.15615723951091276,1.3290524181008465,9971,12416,8960,9971,12416,35.00000052154064,85.73214227491968,88.74119806884111,213.83405098980654,0.038392857142857145,0.02883376288659794,0.032933696173067704,0.03600551613675829,0.09118303571428571,0.0782055412371134,0.08419716120201877,0.08825404534373407,0.14821428571428572,0.11589884020618557,0.13007959189007867,0.14038568951509772,544006,0.9167490799733826,0.21758951188038367,0.699159568092999,0.08325092002661735,0.9167490799733826,0.21758951188038367,0.699159568092999,0.08325092002661735,0.8986059572761007,0.6505867014341591,0.288536756594123,0.8986059572761007,0.6505867014341591,0.288536756594123,0.6505867014341591,0.24801925584194162,0.1013940427238993,0.8986059572761007,0.6505867014341591,0.288536756594123,0.24801925584194162,0.9019155551098185,0.9217944587628866,66.16827314872886,10.0,94.0540748523205,roi,4,4.9152,15270,32947,14625,-4.0,4.0,0.0,2.35,-2.0,2.0
36,sample_0036,C1_standard_cath,5Cam,0.055781234518973544,0.05131761442441054,0.05482745315412486,0.9442187654810265,1.0165461210740117,0.016450005368847175,0.009122061875573146,0.026969695994094562,0.01430350059356632,10.114598668981793,0.11063379764770231,1.2209366456802415,10093,10815,9926,10093,10815,55.90170027049498,112.47222046798659,105.47511712034662,231.04110404727726,0.01783195647793673,0.017475728155339806,0.017652045276997493,0.0177595537034188,0.04321982671771106,0.05131761442441054,0.04692190472249032,0.04462827205111235,0.06477936731815434,0.07175219602404069,0.06808772635930206,0.06606336574211832,544053,0.9476742155635572,0.12301191244235396,0.8246623031212033,0.05232578443644277,0.9476742155635572,0.12301191244235396,0.8246623031212033,0.05232578443644277,0.9834538789259883,0.8727831170117903,0.6089368869513524,0.9834538789259883,0.8727831170117903,0.6089368869513524,0.8727831170117903,0.11067076191419796,0.01654612107401169,0.9834538789259883,0.8727831170117903,0.6089368869513524,0.11067076191419796,0.9442187654810265,0.9486823855755895,84.2419011154131,10.0,83.39103094582241,roi,5,6.144,13645,32923,14657,-4.0,4.0,0.0,2.35,-2.0,2.0
9,sample_0009,N1_mirrored_head,5Cam,0.04867210912472874,0.0360118762570635,0.04547471669330588,0.9513278908752713,1.0400950707864007,0.008344974422708129,0.004594027763906921,0.013086711349577874,0.006718600677651965,10.339674355991509,0.09179166999811184,1.2575910562215333,9677,10441,8787,9677,10441,47.434165609349826,159.1932770573178,77.62087463794126,252.43811498890776,0.010128599066803232,0.008811416530983622,0.009424206098685986,0.009834573064464017,0.04188005007397291,0.0360118762570635,0.038724916738966164,0.040558248078782805,0.07488335040400591,0.06139258691696198,0.06747020330498067,0.07173084014902562,545008,0.9239534098582038,0.15342894049261663,0.7705244693655873,0.07604659014179609,0.9239534098582038,0.15342894049261663,0.7705244693655873,0.07604659014179609,0.9080293479384106,0.7087940477420688,0.5052185594709104,0.9080293479384106,0.7087940477420688,0.5052185594709104,0.7087940477420688,0.19923530019634184,0.09197065206158933,0.9080293479384106,0.7087940477420688,0.5052185594709104,0.19923530019634184,0.9513278908752713,0.9639881237429365,73.87015095822467,10.0,94.87250922732217,roi,5,6.144,13595,32621,14178,-4.0,4.0,0.0,2.35,-2.0,2.0
21,sample_0021,N1_mirrored_head,5Cam,0.06556864380277286,0.0500045293957786,0.06172614100507114,0.9344313561972272,1.093192953195038,0.015861524456299302,0.008801095247408566,0.024195223180945205,0.012771204603505476,10.041186258384572,0.12638786879306607,1.3050649465504418,9593,11039,8855,9593,11039,47.434165609349826,137.59541718952323,73.65460041082024,242.5438135970291,0.018972332015810278,0.016305824802971283,0.017538304143424353,0.01837147114658393,0.05352907961603614,0.0500045293957786,0.05170681213061164,0.052784973858074666,0.0891022021456804,0.07373856327565903,0.08069562131963323,0.08553779374274188,545349,0.9258914933372941,0.16209986632413373,0.7637916270131604,0.0741085066627059,0.9258914933372941,0.16209986632413373,0.7637916270131604,0.0741085066627059,0.9230689044094652,0.7543000104242676,0.5271552173459815,0.9230689044094652,0.7543000104242676,0.5271552173459815,0.7543000104242676,0.16876889398519754,0.07693109559053476,0.9230689044094652,0.7543000104242676,0.5271552173459815,0.16876889398519754,0.9344313561972272,0.9499954706042214,76.12077213852865,10.0,94.43361122923616,roi,5,6.144,13935,31651,13862,-4.0,4.0,0.0,2.35,-2.0,2.0
3,sample_0003,N2_mirrored_support,5Cam,0.15393842463014795,0.12033790245457443,0.14579661353602497,0.846061575369852,1.103358656537385,0.02985974827159052,0.021053108163172907,0.04666289630767011,0.031875607385811466,9.017746498242898,0.22330745053366197,1.2508210037884204,10004,12548,9035,10004,12548,30.413813104692224,115.75837075283637,80.93207148717505,255.97851853778118,0.04925290536801328,0.03705769843799809,0.04229374454210392,0.04621139168590233,0.1454344216934145,0.12033790245457443,0.13170124697810442,0.13961122593199118,0.23076923076923078,0.19644564870895762,0.21222861570692653,0.22297737360092632,543760,0.9239296748565544,0.1681109312932176,0.7558187435633368,0.07607032514344564,0.9239296748565544,0.1681109312932176,0.7558187435633368,0.07607032514344564,0.9031387445021991,0.6875249900039984,0.42702918832467013,0.9031387445021991,0.6875249900039984,0.42702918832467013,0.6875249900039984,0.21561375449820072,0.09686125549780088,0.9031387445021991,0.6875249900039984,0.42702918832467013,0.21561375449820072,0.846061575369852,0.8796620975454256,71.24331120869292,10.0,93.17457043550964,roi,5,6.144,15568,32786,14343,-4.0,4.0,0.0,2.35,-2.0,2.0
27,sample_0027,N2_mirrored_support,5Cam,0.09838531742051951,0.07698955141802184,0.0932048995967287,0.9016146825794805,1.1783171196469762,0.023042702258593502,0.015978158707425145,0.030257809837920698,0.01789868359834697,9.781756142670748,0.15762333441319198,1.3579894870314113,9971,12729,9058,9971,12729,39.05124896144222,130.86252523302755,88.45903138291293,213.07276070165665,0.03830867741223228,0.028046193730850814,0.03238383466857605,0.03569632338156295,0.09130050783837491,0.07698955141802184,0.0835365460535589,0.0880279491073634,0.1397659527489512,0.11367742949171183,0.12537896313168506,0.13363233368179778,544006,0.9232306261328,0.18019470373488528,0.7430359223979147,0.0767693738672,0.9232306261328,0.18019470373488528,0.7430359223979147,0.0767693738672,0.908434459933808,0.7243004713669642,0.4922274596329355,0.908434459933808,0.7243004713669642,0.4922274596329355,0.7243004713669642,0.18413398856684385,0.09156554006619196,0.908434459933808,0.7243004713669642,0.4922274596329355,0.18413398856684385,0.9016146825794805,0.9230104485819781,73.74159998647534,10.0,91.74988430907038,roi,5,6.144,15878,32947,14625,-4.0,4.0,0.0,2.35,-2.0,2.0
