run_id,noise_profile,run_label,Rig ID,count,cov_avg,cov_min,cov_max,over_avg,over_min,over_max,loss_avg,loss_min,loss_max
full_robust_160,robust,robust_noise,R0_LegacyCorner4,40,1.0,1.0,1.0,12.884772840991468,8.958030226502098,17.50666352457213,12.884772840838162,8.95803022640153,17.50666352435859
full_robust_160,robust,robust_noise,R1_MinimalTriad3,40,0.9995093719729585,0.9969957174972485,1.0,13.266516576546973,10.776459896199015,16.00898352710788,13.271422856660337,10.776459896068305,16.008983526914264
full_robust_160,robust,robust_noise,R2_HighWallCross4,40,0.9964518964504133,0.9189439483860847,1.0,9.327655494901014,7.223459258495876,11.918414780670833,9.363136530285942,7.233112733611576,11.92302321105561
full_robust_160,robust,robust_noise,R3_HybridDense5,40,0.9973209540393576,0.9493472769400174,1.0,6.733717041102682,4.608942067262694,9.237741816549372,6.760507500628947,4.630816406527007,9.237741816437648
full_robust_160,robust,robust_noise,Global Average,160,0.9983205556156822,0.9189439483860847,1.0,10.553165488385535,4.608942067262694,17.50666352457213,10.569959932103348,4.630816406527007,17.50666352435859
