sample_index,layout,rig_id,camera_index,camera_name,camera_role,mount_wall,valid_depth_fraction,far_no_hit_fraction,raw_mb,width,height
30,C2_radial_echo,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9669075520833333,0.033092447916666656,1.2288,640,480
30,C2_radial_echo,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9714225260416667,0.02857747395833332,1.2288,640,480
30,C2_radial_echo,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.972333984375,0.02766601562500004,1.2288,640,480
30,C2_radial_echo,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.965322265625,0.03467773437499999,1.2288,640,480
34,C2_radial_echo,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9686751302083333,0.03132486979166671,1.2288,640,480
34,C2_radial_echo,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9723502604166666,0.027649739583333388,1.2288,640,480
34,C2_radial_echo,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9738606770833333,0.026139322916666652,1.2288,640,480
34,C2_radial_echo,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9629915364583334,0.03700846354166665,1.2288,640,480
38,C2_radial_echo,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.966962890625,0.03303710937500004,1.2288,640,480
38,C2_radial_echo,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9706217447916666,0.02937825520833337,1.2288,640,480
38,C2_radial_echo,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9661263020833334,0.03387369791666661,1.2288,640,480
38,C2_radial_echo,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.965498046875,0.03450195312500004,1.2288,640,480
3,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9671907552083333,0.03280924479166669,1.2288,640,480
3,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.96451171875,0.03548828125000003,1.2288,640,480
3,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9691959635416667,0.030804036458333295,1.2288,640,480
3,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9732649739583333,0.026735026041666665,1.2288,640,480
7,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.972822265625,0.02717773437500004,1.2288,640,480
7,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.97001953125,0.029980468750000044,1.2288,640,480
7,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9718001302083333,0.028199869791666665,1.2288,640,480
7,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9712369791666666,0.028763020833333375,1.2288,640,480
11,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.97435546875,0.02564453124999999,1.2288,640,480
11,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9732486979166667,0.026751302083333317,1.2288,640,480
11,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9717838541666667,0.028216145833333317,1.2288,640,480
11,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9706770833333334,0.029322916666666643,1.2288,640,480
15,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9728125,0.02718750000000003,1.2288,640,480
15,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9666178385416667,0.03338216145833328,1.2288,640,480
15,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9687044270833334,0.031295572916666625,1.2288,640,480
15,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9703515625,0.029648437500000013,1.2288,640,480
19,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.967734375,0.032265624999999964,1.2288,640,480
19,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9711555989583334,0.028844401041666634,1.2288,640,480
19,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.967744140625,0.03225585937499997,1.2288,640,480
19,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9697884114583334,0.030211588541666612,1.2288,640,480
23,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.97087890625,0.02912109375000005,1.2288,640,480
23,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9647786458333333,0.03522135416666672,1.2288,640,480
23,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9669498697916666,0.03305013020833336,1.2288,640,480
23,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9699772135416667,0.03002278645833334,1.2288,640,480
27,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9730208333333333,0.026979166666666665,1.2288,640,480
27,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9662890625,0.03371093749999998,1.2288,640,480
27,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9677604166666667,0.03223958333333332,1.2288,640,480
27,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9749381510416667,0.0250618489583333,1.2288,640,480
31,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9762630208333334,0.023736979166666616,1.2288,640,480
31,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.967822265625,0.032177734375000044,1.2288,640,480
31,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.9694563802083334,0.030543619791666643,1.2288,640,480
31,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9709147135416667,0.029085286458333304,1.2288,640,480
35,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9719954427083334,0.02800455729166662,1.2288,640,480
35,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9724283854166667,0.027571614583333348,1.2288,640,480
35,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.96751953125,0.03248046874999999,1.2288,640,480
35,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.970361328125,0.029638671875000022,1.2288,640,480
39,N2_mirrored_support,4CamClassic,0,DepthCam_BL,legacy_corner_back_left,corner_minusX_minusZ,0.9715104166666667,0.02848958333333329,1.2288,640,480
39,N2_mirrored_support,4CamClassic,1,DepthCam_BR,legacy_corner_back_right,corner_plusX_minusZ,0.9698763020833333,0.030123697916666692,1.2288,640,480
39,N2_mirrored_support,4CamClassic,2,DepthCam_FL,legacy_corner_front_left,corner_minusX_plusZ,0.969150390625,0.03084960937500003,1.2288,640,480
39,N2_mirrored_support,4CamClassic,3,DepthCam_FR,legacy_corner_front_right,corner_plusX_plusZ,0.9725065104166667,0.027493489583333308,1.2288,640,480
0,C1_standard_cath,3Cam,0,DepthCam_0,minusZ_high_side,minus_z_wall,0.99244140625,0.007558593750000009,1.2288,640,480
0,C1_standard_cath,3Cam,1,DepthCam_1,plusZ_high_side,plus_z_wall,0.9929915364583334,0.007008463541666621,1.2288,640,480
0,C1_standard_cath,3Cam,2,DepthCam_2,foot_wall_robot_axis,minus_x_wall,0.9624153645833333,0.03758463541666668,1.2288,640,480
4,C1_standard_cath,3Cam,0,DepthCam_0,minusZ_high_side,minus_z_wall,0.9932194010416666,0.006780598958333384,1.2288,640,480
4,C1_standard_cath,3Cam,1,DepthCam_1,plusZ_high_side,plus_z_wall,0.9930078125,0.006992187499999969,1.2288,640,480
4,C1_standard_cath,3Cam,2,DepthCam_2,foot_wall_robot_axis,minus_x_wall,0.9671549479166667,0.032845052083333326,1.2288,640,480
8,C1_standard_cath,3Cam,0,DepthCam_0,minusZ_high_side,minus_z_wall,0.9930924479166666,0.006907552083333379,1.2288,640,480
8,C1_standard_cath,3Cam,1,DepthCam_1,plusZ_high_side,plus_z_wall,0.9930891927083333,0.00691080729166671,1.2288,640,480
8,C1_standard_cath,3Cam,2,DepthCam_2,foot_wall_robot_axis,minus_x_wall,0.9672688802083333,0.03273111979166665,1.2288,640,480
12,C1_standard_cath,3Cam,0,DepthCam_0,minusZ_high_side,minus_z_wall,0.993251953125,0.006748046874999969,1.2288,640,480
12,C1_standard_cath,3Cam,1,DepthCam_1,plusZ_high_side,plus_z_wall,0.993466796875,0.006533203125000053,1.2288,640,480
12,C1_standard_cath,3Cam,2,DepthCam_2,foot_wall_robot_axis,minus_x_wall,0.9671842447916666,0.03281575520833335,1.2288,640,480
16,C1_standard_cath,3Cam,0,DepthCam_0,minusZ_high_side,minus_z_wall,0.9938704427083334,0.006129557291666643,1.2288,640,480
16,C1_standard_cath,3Cam,1,DepthCam_1,plusZ_high_side,plus_z_wall,0.992783203125,0.007216796874999987,1.2288,640,480
