sample_index,layout,rig_id,semantic_id,priority,object_id,semantic_zone,object_region_recall,object_region_precision,object_region_f2,object_presence_success,object_target_surface_voxels,object_prediction_voxels,object_visible_surface_recall,object_visible_1plus,object_visible_2plus,object_visible_3plus,object_mean_view_diversity_deg
24,C1_standard_cath,4CamClassic,doctor_operator,P1,Prop_01_doctor_operator,operator_lane,0.0,1.0,0.0,0,1582,0,0.9974715549936789,0.9974715549936789,0.679519595448799,0.2895069532237674,113.55252027883283
24,C1_standard_cath,4CamClassic,medical_trolley,P2,Prop_02_medical_trolley,operator_peripheral_equipment,0.0,1.0,0.0,0,946,0,1.0,1.0,0.9957716701902748,0.8826638477801269,97.3000261741105
24,C1_standard_cath,4CamClassic,doctor_anesthesia,P2,Prop_03_doctor_anesthesia,head_anesthesia_corner,0.0,1.0,0.0,0,864,0,0.9710648148148148,0.9710648148148148,0.6261574074074074,0.0,88.22251142494687
24,C1_standard_cath,4CamClassic,anesthesia_machine,P2,Prop_04_anesthesia_machine,head_anesthesia_corner,0.0,1.0,0.0,0,965,0,0.9989637305699481,0.9989637305699481,0.950259067357513,0.0,103.44603125005271
24,C1_standard_cath,4CamClassic,radiation_shield,P1,Prop_05_radiation_shield,operator_lane,0.0,1.0,0.0,0,1026,0,0.9161793372319688,0.9161793372319688,0.5594541910331384,0.28654970760233917,101.8908695230167
24,C1_standard_cath,4CamClassic,uhd_tv,P3,Prop_06_uhd_tv,screen_side,0.0,1.0,0.0,0,1709,0,0.9607957870099474,0.9607957870099474,0.7723815096547688,0.4347571679344646,108.6316355098686
24,C1_standard_cath,4CamClassic,waste_bin,P3,Prop_07_waste_bin,waste_corner,0.0,1.0,0.0,0,260,0,0.0,0.0,0.0,0.0,0.0
24,C1_standard_cath,4CamClassic,doctor_ultrasound,P2,Prop_08_doctor_ultrasound,peripheral_support,0.0,0.0,0.0,0,898,1,0.955456570155902,0.955456570155902,0.5746102449888641,0.0,106.59559187878823
24,C1_standard_cath,4CamClassic,ultrasound,P2,Prop_09_ultrasound,peripheral_support,0.0029615004935834156,1.0,0.0036991368680641184,0,1013,1,0.7206317867719645,0.7206317867719645,0.192497532082922,0.004935834155972359,115.70332825720514
24,C1_standard_cath,4CamClassic,ceiling_lamp,P3,Prop_10_ceiling_lamp,ceiling_over_table,0.0,0.0,0.0,0,267,1,1.0,1.0,0.9962546816479401,0.9812734082397003,106.84560079063074
28,C1_standard_cath,4CamClassic,patient,P1,Prop_00_patient,table_patient,0.3933333333333333,0.6901960784313725,0.43035351651539644,1,750,255,0.33466666666666667,0.33466666666666667,0.005333333333333333,0.0,112.81515336090976
28,C1_standard_cath,4CamClassic,doctor_operator,P1,Prop_01_doctor_operator,operator_lane,0.0,0.0,0.0,0,1422,1,0.9978902953586498,0.9978902953586498,0.539381153305204,0.22292545710267228,115.69519043690529
28,C1_standard_cath,4CamClassic,medical_trolley,P2,Prop_02_medical_trolley,operator_peripheral_equipment,0.0,1.0,0.0,0,828,0,1.0,1.0,0.9951690821256038,0.9033816425120773,97.52268381158116
28,C1_standard_cath,4CamClassic,doctor_anesthesia,P2,Prop_03_doctor_anesthesia,head_anesthesia_corner,0.0,0.0,0.0,0,855,1,0.856140350877193,0.856140350877193,0.09707602339181287,0.0,89.64843262901883
28,C1_standard_cath,4CamClassic,anesthesia_machine,P2,Prop_04_anesthesia_machine,head_anesthesia_corner,0.0,0.0,0.0,0,1110,1,0.9945945945945946,0.9945945945945946,0.9225225225225225,0.009009009009009009,104.24653923454346
28,C1_standard_cath,4CamClassic,radiation_shield,P1,Prop_05_radiation_shield,operator_lane,0.0,0.0,0.0,0,919,1,0.8443960826985855,0.8443960826985855,0.455930359085963,0.18607181719260066,105.26029194398636
28,C1_standard_cath,4CamClassic,uhd_tv,P3,Prop_06_uhd_tv,screen_side,0.0,1.0,0.0,0,1656,0,0.9528985507246377,0.9528985507246377,0.7765700483091788,0.4196859903381642,108.45580902289038
28,C1_standard_cath,4CamClassic,waste_bin,P3,Prop_07_waste_bin,waste_corner,0.0,1.0,0.0,0,248,0,0.14919354838709678,0.14919354838709678,0.0,0.0,0.0
28,C1_standard_cath,4CamClassic,doctor_ultrasound,P2,Prop_08_doctor_ultrasound,peripheral_support,0.0,1.0,0.0,0,917,0,1.0,1.0,0.8047982551799345,0.0,100.07058076358663
28,C1_standard_cath,4CamClassic,ultrasound,P2,Prop_09_ultrasound,peripheral_support,0.015706806282722512,1.0,0.01955671447196871,0,955,2,0.8167539267015707,0.8167539267015707,0.38848167539267014,0.025130890052356022,113.0908958040489
28,C1_standard_cath,4CamClassic,ceiling_lamp,P3,Prop_10_ceiling_lamp,ceiling_over_table,0.0,1.0,0.0,0,302,0,1.0,1.0,1.0,0.9834437086092715,106.61713203198394
32,C1_standard_cath,4CamClassic,patient,P1,Prop_00_patient,table_patient,0.458950201884253,0.6019417475728155,0.4818425886675144,1,743,309,0.4468371467025572,0.4468371467025572,0.02557200538358008,0.0,118.93076761271047
32,C1_standard_cath,4CamClassic,doctor_operator,P1,Prop_01_doctor_operator,operator_lane,0.0,1.0,0.0,0,1589,0,0.9962240402769037,0.9962240402769037,0.5701699181875394,0.263687853996224,113.5969085491928
32,C1_standard_cath,4CamClassic,medical_trolley,P2,Prop_02_medical_trolley,operator_peripheral_equipment,0.0,1.0,0.0,0,832,0,1.0,1.0,0.9987980769230769,0.9110576923076923,97.85090735595506
32,C1_standard_cath,4CamClassic,doctor_anesthesia,P2,Prop_03_doctor_anesthesia,head_anesthesia_corner,0.0,1.0,0.0,0,871,0,0.9908151549942594,0.9908151549942594,0.6371986222732492,0.0,84.14387955846676
32,C1_standard_cath,4CamClassic,anesthesia_machine,P2,Prop_04_anesthesia_machine,head_anesthesia_corner,0.0,1.0,0.0,0,959,0,1.0,1.0,0.8832116788321168,0.01251303441084463,101.51881425045427
32,C1_standard_cath,4CamClassic,radiation_shield,P1,Prop_05_radiation_shield,operator_lane,0.005673758865248227,1.0,0.007082152974504251,0,705,1,0.9304964539007092,0.9304964539007092,0.5702127659574469,0.25390070921985813,99.36040388352424
32,C1_standard_cath,4CamClassic,uhd_tv,P3,Prop_06_uhd_tv,screen_side,0.005306603773584905,1.0,0.006624466362431914,0,1696,1,0.9628537735849056,0.9628537735849056,0.7623820754716981,0.4369103773584906,108.03804622871343
32,C1_standard_cath,4CamClassic,waste_bin,P3,Prop_07_waste_bin,waste_corner,0.0,1.0,0.0,0,257,0,0.0,0.0,0.0,0.0,0.0
32,C1_standard_cath,4CamClassic,doctor_ultrasound,P2,Prop_08_doctor_ultrasound,peripheral_support,0.0,1.0,0.0,0,953,0,1.0,1.0,0.8195173137460651,0.0,103.48811161098025
32,C1_standard_cath,4CamClassic,ultrasound,P2,Prop_09_ultrasound,peripheral_support,0.0018298261665141812,1.0,0.0022862368541380885,0,1093,1,0.8435498627630376,0.8435498627630376,0.4254345837145471,0.053979871912168347,111.01234171036482
32,C1_standard_cath,4CamClassic,ceiling_lamp,P3,Prop_10_ceiling_lamp,ceiling_over_table,0.0,1.0,0.0,0,256,0,1.0,1.0,1.0,0.98046875,106.1659807768974
36,C1_standard_cath,4CamClassic,patient,P1,Prop_00_patient,table_patient,0.43741588156123823,0.6826923076923077,0.4712800026142509,1,743,208,0.4387617765814266,0.4387617765814266,0.009421265141318977,0.0,63.20175018651328
36,C1_standard_cath,4CamClassic,doctor_operator,P1,Prop_01_doctor_operator,operator_lane,0.0,1.0,0.0,0,1366,0,0.9978038067349927,0.9978038067349927,0.6120058565153733,0.2445095168374817,110.06626490357024
36,C1_standard_cath,4CamClassic,medical_trolley,P2,Prop_02_medical_trolley,operator_peripheral_equipment,0.0,1.0,0.0,0,947,0,1.0,1.0,0.996832101372756,0.925026399155227,98.4186887472342
36,C1_standard_cath,4CamClassic,doctor_anesthesia,P2,Prop_03_doctor_anesthesia,head_anesthesia_corner,0.0,0.0,0.0,0,836,1,0.9988038277511961,0.9988038277511961,0.7918660287081339,0.0,84.5725984215696
36,C1_standard_cath,4CamClassic,anesthesia_machine,P2,Prop_04_anesthesia_machine,head_anesthesia_corner,0.0,1.0,0.0,0,1049,0,1.0,1.0,0.9685414680648237,0.015252621544327931,98.27237449192987
36,C1_standard_cath,4CamClassic,radiation_shield,P1,Prop_05_radiation_shield,operator_lane,0.0,1.0,0.0,0,1052,0,0.8583650190114068,0.8583650190114068,0.4790874524714829,0.07699619771863118,108.76336053733193
36,C1_standard_cath,4CamClassic,uhd_tv,P3,Prop_06_uhd_tv,screen_side,0.007281553398058253,1.0,0.009085402786190189,0,1648,1,0.9769417475728155,0.9769417475728155,0.7924757281553398,0.44599514563106796,107.94502549401663
36,C1_standard_cath,4CamClassic,waste_bin,P3,Prop_07_waste_bin,waste_corner,0.0,1.0,0.0,0,266,0,0.03759398496240601,0.03759398496240601,0.0,0.0,0.0
36,C1_standard_cath,4CamClassic,doctor_ultrasound,P2,Prop_08_doctor_ultrasound,peripheral_support,0.0,1.0,0.0,0,991,0,1.0,1.0,0.8244197780020182,0.0,107.27341303279542
36,C1_standard_cath,4CamClassic,ultrasound,P2,Prop_09_ultrasound,peripheral_support,0.0,1.0,0.0,0,1021,0,0.9471106758080313,0.9471106758080313,0.6620959843290891,0.04603330068560235,114.08098542622875
36,C1_standard_cath,4CamClassic,ceiling_lamp,P3,Prop_10_ceiling_lamp,ceiling_over_table,0.0,1.0,0.0,0,331,0,1.0,1.0,1.0,0.9788519637462235,106.41977919071148
1,N1_mirrored_head,4CamClassic,patient,P1,Prop_00_patient,table_patient,0.3991825613079019,0.48830409356725146,0.4143057451254661,1,734,342,0.4564032697547684,0.4564032697547684,0.04087193460490463,0.0,97.42404167629049
1,N1_mirrored_head,4CamClassic,doctor_operator,P1,Prop_01_doctor_operator,operator_lane,0.0,0.0,0.0,0,872,196,0.9621559633027523,0.9621559633027523,0.625,0.12041284403669725,126.44634241700966
1,N1_mirrored_head,4CamClassic,medical_trolley,P2,Prop_02_medical_trolley,operator_peripheral_equipment,0.0,1.0,0.0,0,863,0,1.0,1.0,1.0,0.8146002317497103,94.58648943451068
1,N1_mirrored_head,4CamClassic,doctor_anesthesia,P2,Prop_03_doctor_anesthesia,head_anesthesia_corner,0.0,0.0,0.0,0,989,311,0.9989888776541962,0.9989888776541962,0.7694641051567239,0.0,94.40811719236402
1,N1_mirrored_head,4CamClassic,anesthesia_machine,P2,Prop_04_anesthesia_machine,head_anesthesia_corner,0.0,1.0,0.0,0,1116,0,0.9991039426523297,0.9991039426523297,0.9417562724014337,0.0,100.51430601010802
1,N1_mirrored_head,4CamClassic,radiation_shield,P1,Prop_05_radiation_shield,operator_lane,0.004624277456647399,0.5,0.0057670126874279125,0,865,2,0.861271676300578,0.861271676300578,0.5398843930635838,0.23121387283236994,103.02063069255954
1,N1_mirrored_head,4CamClassic,uhd_tv,P3,Prop_06_uhd_tv,screen_side,0.005681818181818182,1.0,0.007092198581560284,0,1584,1,0.6452020202020202,0.6452020202020202,0.47664141414141414,0.2809343434343434,94.98525232875242
1,N1_mirrored_head,4CamClassic,waste_bin,P3,Prop_07_waste_bin,waste_corner,0.0,1.0,0.0,0,263,0,0.4600760456273764,0.4600760456273764,0.0,0.0,0.0
1,N1_mirrored_head,4CamClassic,doctor_ultrasound,P2,Prop_08_doctor_ultrasound,peripheral_support,0.0,1.0,0.0,0,932,0,1.0,1.0,0.8379828326180258,0.0,108.9021729314901
1,N1_mirrored_head,4CamClassic,ultrasound,P2,Prop_09_ultrasound,peripheral_support,0.0,1.0,0.0,0,851,0,0.9294947121034077,0.9294947121034077,0.7097532314923619,0.041128084606345476,115.28951388058714
1,N1_mirrored_head,4CamClassic,ceiling_lamp,P3,Prop_10_ceiling_lamp,ceiling_over_table,0.0,1.0,0.0,0,302,0,1.0,1.0,1.0,0.9602649006622517,105.82050311644068
5,N1_mirrored_head,4CamClassic,patient,P1,Prop_00_patient,table_patient,0.5422163588390502,0.5968992248062015,0.5523364388113781,1,758,516,0.5,0.5,0.03825857519788918,0.0013192612137203166,103.42028852617038
5,N1_mirrored_head,4CamClassic,doctor_operator,P1,Prop_01_doctor_operator,operator_lane,0.0,0.0,0.0,0,1028,157,0.9727626459143969,0.9727626459143969,0.6488326848249028,0.09533073929961089,135.75976325966917
5,N1_mirrored_head,4CamClassic,medical_trolley,P2,Prop_02_medical_trolley,operator_peripheral_equipment,0.01053864168618267,1.0,0.01313868613138686,0,854,1,1.0,1.0,0.9988290398126464,0.8489461358313818,95.09318568177413
