sample_index,sample_name,layout,rig_id,strict_roi_surface_recall,strict_roi_surface_precision,strict_roi_surface_f2,strict_roi_false_empty_rate,strict_roi_overfill_ratio,strict_roi_surface_iou_weighted,strict_roi_surface_iou_unweighted,strict_roi_filled_iou_weighted,strict_roi_filled_iou_unweighted,strict_roi_robert_loss,strict_roi_robert_coverage,strict_roi_robert_overfill,strict_roi_gt_surface_voxels,strict_roi_reconstruction_voxels,visible_gt_surface_voxels,distance_gt_surface_voxels,distance_reconstruction_voxels,gt_to_reconstruction_median_cm,gt_to_reconstruction_p95_cm,reconstruction_to_gt_median_cm,reconstruction_to_gt_p95_cm,visible_gt_recall_at_5cm,surface_precision_at_5cm,surface_f1_at_5cm,surface_f2_at_5cm,visible_gt_recall_at_10cm,surface_precision_at_10cm,surface_f1_at_10cm,surface_f2_at_10cm,visible_gt_recall_at_15cm,surface_precision_at_15cm,surface_f1_at_15cm,surface_f2_at_15cm,free_volume_voxels_total,certified_free_volume_fraction,single_view_certified_free_volume_fraction,redundantly_certified_free_volume_fraction,unknown_free_volume_fraction,roi_certified_free_volume_fraction,roi_single_view_certified_free_volume_fraction,roi_redundantly_certified_free_volume_fraction,roi_unknown_free_volume_fraction,roi_visible_1plus,roi_visible_2plus,roi_visible_3plus,visible_by_at_least_1_camera,visible_by_at_least_2_cameras,visible_by_at_least_3_cameras,redundant_coverage_fraction,single_view_risk_fraction,blind_surface_fraction,observable_surface_fraction,redundant_surface_fraction,strong_redundancy_fraction,single_view_surface_fraction,strict_missed_surface_fraction,strict_extra_surface_fraction,navigation_visibility_score,headline_threshold_cm,mean_view_diversity_deg,metric_scope,num_depth_cameras,raw_depth_mb_per_sample,reconstruction_voxels_total,gt_props_voxels_total,gt_surface_voxels_total,roi_x_min,roi_x_max,roi_y_min,roi_y_max,roi_z_min,roi_z_max
39,sample_0039,N2_mirrored_support,4CamClassic,0.14681081081081082,0.12626111277594645,0.14218260880542297,0.8531891891891892,0.9456216216216217,0.02425922458131963,0.02055846977163143,0.045302553189725855,0.03497445861669122,8.948107738149083,0.20349734646639317,0.9830812030375168,9250,10011,7927,9250,10011,47.16990636316938,161.47755502575447,106.30145971136164,249.72475071943506,0.04490980194272739,0.038757366896413945,0.04160737587490316,0.04352785911555202,0.1256465245363946,0.12626111277594645,0.12595306893951203,0.1257689630669955,0.17699003406080485,0.18949155928478673,0.183027568865774,0.1793566103845989,545610,0.8587452576015835,0.26691592896024635,0.5918293286413372,0.14125474239841646,0.8587452576015835,0.26691592896024635,0.5918293286413372,0.14125474239841646,0.8569729729729729,0.5942702702702702,0.07081081081081081,0.8569729729729729,0.5942702702702702,0.07081081081081081,0.5942702702702702,0.2627027027027027,0.14302702702702702,0.8569729729729729,0.5942702702702702,0.07081081081081081,0.2627027027027027,0.8531891891891892,0.8737388872240536,56.82002764077103,10.0,103.91038488619051,roi,4,4.9152,13131,32469,14459,-4.0,4.0,0.0,2.35,-2.0,2.0
0,sample_0000,C1_standard_cath,3Cam,0.06052121473185441,0.06608289550496206,0.06155737535508139,0.9394787852681455,0.8614042644841697,0.019682187601524587,0.010987143908931301,0.027808934450539686,0.014928292046936114,9.832279885554293,0.11821236570495508,1.0144035428307894,9286,8565,8833,9286,8565,93.54143606322454,160.07810832117087,128.6468052196728,242.5901930290396,0.019925280199252802,0.02265032107413894,0.02120059285163,0.020416539501794343,0.04437903317106306,0.06608289550496206,0.05309874717570676,0.04749909571203086,0.05977584059775841,0.08744892002335085,0.07101159725726792,0.06381465067371743,545797,0.9002871030804493,0.3198185405929311,0.5804685624875182,0.09971289691955068,0.9002871030804493,0.3198185405929311,0.5804685624875182,0.09971289691955068,0.9512168856342882,0.564936463493431,0.10908895110919664,0.9512168856342882,0.564936463493431,0.10908895110919664,0.564936463493431,0.3862804221408572,0.048783114365711824,0.9512168856342882,0.564936463493431,0.10908895110919664,0.3862804221408572,0.9394787852681455,0.933917104495038,58.688792425257056,10.0,103.49568518760437,roi,3,3.6864,11132,32125,14215,-4.0,4.0,0.0,2.35,-2.0,2.0
4,sample_0004,C1_standard_cath,3Cam,0.04857928505957837,0.05606288290371055,0.049911787880823746,0.9514207149404217,0.8316529178124045,0.016375626332644725,0.009124187291700813,0.024676536521767843,0.013138456702813139,10.038248485505003,0.09672364353252239,1.0054849210525771,9819,8651,9345,9819,8651,92.33092793893496,226.16366092807394,124.19742533442803,231.62469988948632,0.016693418940609953,0.019304126690556006,0.01790410254242792,0.017157498087464515,0.03531300160513644,0.05606288290371055,0.043331972863707345,0.03813596274899174,0.05436062065275549,0.08126228181713097,0.06514339384853109,0.05821500501029445,544983,0.8940829346970456,0.31584471442228473,0.5782382202747609,0.1059170653029544,0.8940829346970456,0.31584471442228473,0.5782382202747609,0.1059170653029544,0.9517262450351359,0.4513697932579692,0.0648742234443426,0.9517262450351359,0.4513697932579692,0.0648742234443426,0.4513697932579692,0.5003564517771667,0.04827375496486404,0.9517262450351359,0.4513697932579692,0.0648742234443426,0.5003564517771667,0.9514207149404217,0.9439371170962895,53.74435478471037,10.0,101.6330248458586,roi,3,3.6864,11375,33097,14737,-4.0,4.0,0.0,2.35,-2.0,2.0
8,sample_0008,C1_standard_cath,3Cam,0.06259112684857321,0.06390307637486638,0.06284918943015254,0.9374088731514267,0.820766506977713,0.017799523893439893,0.010032507566416321,0.02867423613549152,0.015489808483748663,9.804536226600145,0.1208199349716792,1.0127355765386898,9602,8419,8777,9602,8419,79.68688843997329,140.89003013547875,111.80340054098995,229.01965322463445,0.018571265808362766,0.02126143247416558,0.019825506730357614,0.019053424163558142,0.049219551099464506,0.06390307637486638,0.05560833943252294,0.05159042050490137,0.07212031445824313,0.08730252999168547,0.07898850303073209,0.07471909695526124,545597,0.8942167937140417,0.3271572241049713,0.5670595696090704,0.10578320628595832,0.8942167937140417,0.3271572241049713,0.5670595696090704,0.10578320628595832,0.914080399916684,0.3823161841283066,0.018746094563632576,0.914080399916684,0.3823161841283066,0.018746094563632576,0.3823161841283066,0.5317642157883774,0.08591960008331598,0.914080399916684,0.3823161841283066,0.018746094563632576,0.5317642157883774,0.9374088731514267,0.9360969236251336,49.485657815373536,10.0,98.78893474808125,roi,3,3.6864,10988,32829,14741,-4.0,4.0,0.0,2.35,-2.0,2.0
12,sample_0012,C1_standard_cath,3Cam,0.04832385806704568,0.053467000835421885,0.04927177651051756,0.9516761419329544,0.7773965889041364,0.015800889271659548,0.008740499457111835,0.024112306694127335,0.012634650606897837,10.016411004546732,0.0982595177161737,0.9990061819306828,10202,8379,9297,10202,8379,80.0000011920929,152.3975088121815,108.16653987572671,231.8512466129924,0.016564483166612885,0.01921470342522974,0.017791440318055903,0.017034382328102785,0.03581800580832527,0.053467000835421885,0.04289816215432831,0.03834979286577248,0.05378078950198989,0.07912638739706408,0.06403686669060082,0.057462011630103144,544601,0.8937332101850712,0.3347478245541231,0.5589853856309481,0.10626678981492872,0.8937332101850712,0.3347478245541231,0.5589853856309481,0.10626678981492872,0.9112919035483239,0.3720839051166438,0.044599098216036075,0.9112919035483239,0.3720839051166438,0.044599098216036075,0.3720839051166438,0.5392079984316801,0.08870809645167614,0.9112919035483239,0.3720839051166438,0.044599098216036075,0.5392079984316801,0.9516761419329544,0.9465329991645781,49.46286960068467,10.0,97.12476409499159,roi,3,3.6864,10856,32615,14544,-4.0,4.0,0.0,2.35,-2.0,2.0
16,sample_0016,C1_standard_cath,3Cam,0.06293420514916225,0.06873957588753872,0.06401548509355144,0.9370657948508377,0.7986309767061708,0.02095215363894598,0.011628553942024148,0.02975716912248459,0.0158052789631737,9.716443215261283,0.1248996631839564,0.9654398473155653,9788,8394,9444,9788,8394,85.29361181713374,247.07539637311635,108.85770690749241,226.99119263875565,0.019695044472681066,0.024898737193233263,0.021993278794256426,0.020554185769993617,0.045002117746717495,0.06873957588753872,0.05439388827631763,0.04834076782703434,0.06310885218127912,0.09292351679771266,0.07516769147485065,0.06743625933123562,545058,0.9001537451060253,0.32111078087102657,0.5790429642349988,0.09984625489397458,0.9001537451060253,0.32111078087102657,0.5790429642349988,0.09984625489397458,0.9648549243972211,0.4939722108704536,0.043420514916223944,0.9648549243972211,0.4939722108704536,0.043420514916223944,0.4939722108704536,0.47088271352676747,0.035145075602778915,0.9648549243972211,0.4939722108704536,0.043420514916223944,0.47088271352676747,0.9370657948508377,0.9312604241124612,55.141718081320015,10.0,103.35796548485342,roi,3,3.6864,11107,33140,14845,-4.0,4.0,0.0,2.35,-2.0,2.0
20,sample_0020,C1_standard_cath,3Cam,0.05258458180375037,0.05331340308918784,0.05272874755324106,0.9474154181962496,0.7540430598273639,0.01681820094634865,0.009308807134894091,0.024692118952306125,0.013011497094820126,9.881898542123245,0.10407262936234563,0.9226248359633575,10079,8028,9668,10079,8028,85.44003872633108,230.4886148668701,114.23659829021658,222.76669741893707,0.016342573438146463,0.020802192326856005,0.018304670861400356,0.01707467455486519,0.03920148944973107,0.05331340308918784,0.04518115411204431,0.04139280200271222,0.05626810095159288,0.07760338814150473,0.06523562720804867,0.05954204738964538,543786,0.8970716421533471,0.3257788909607824,0.5712927511925647,0.10292835784665291,0.8970716421533471,0.3257788909607824,0.5712927511925647,0.10292835784665291,0.9592221450540728,0.48298442305784306,0.04137315209842246,0.9592221450540728,0.48298442305784306,0.04137315209842246,0.48298442305784306,0.47623772199622977,0.04077785494592717,0.9592221450540728,0.48298442305784306,0.04137315209842246,0.47623772199622977,0.9474154181962496,0.9466865969108121,54.45646843949634,10.0,102.91965727544292,roi,3,3.6864,10494,32596,14342,-4.0,4.0,0.0,2.35,-2.0,2.0
24,sample_0024,C1_standard_cath,3Cam,0.06598255515649051,0.06848974518334369,0.06646920002559012,0.9340174448435095,0.76900974858902,0.018975113781600866,0.010680604476764005,0.029391409137220412,0.015837623372790766,9.64465716576338,0.12990119073242057,0.9436690733013123,9745,8045,9177,9745,8045,71.76350154139611,130.19216760292983,105.00000156462193,223.31592192421704,0.01906941266209001,0.02336855189558732,0.021001222092391972,0.019797859640757306,0.05012531328320802,0.06848974518334369,0.057885903836910925,0.05296569437929204,0.06690639642584723,0.09310130515848353,0.0778596626164809,0.07089583553910009,545731,0.8940302090223938,0.32006794556292384,0.57396226345947,0.10596979097760618,0.8940302090223938,0.32006794556292384,0.57396226345947,0.10596979097760618,0.9417136993329913,0.43119548486403286,0.034171369933299126,0.9417136993329913,0.43119548486403286,0.034171369933299126,0.43119548486403286,0.5105182144689584,0.058286300667008725,0.9417136993329913,0.43119548486403286,0.034171369933299126,0.5105182144689584,0.9340174448435095,0.9315102548166563,52.159279397682944,10.0,103.0298150213661,roi,3,3.6864,10582,32448,14650,-4.0,4.0,0.0,2.35,-2.0,2.0
28,sample_0028,C1_standard_cath,3Cam,0.05454545454545454,0.05735046062021539,0.05508428809996593,0.9454545454545454,0.7297840281265696,0.017207878490653555,0.009603292557448267,0.025800245650289554,0.013748913288469588,9.839717362944203,0.10827980320683239,0.9225153952308,9955,7707,9389,9955,7707,95.13148936977187,180.3468906560924,111.01801821016994,233.50589205622123,0.017254233677707956,0.021798365122615803,0.019261923517084552,0.018004901334252105,0.04175098519544147,0.05735046062021539,0.04832297273967862,0.04415292757272655,0.06251997017786771,0.08044634747632023,0.07035927521478826,0.06543628800870403,545112,0.8957792160143236,0.32553310145438,0.5702461145599437,0.10422078398567634,0.8957792160143236,0.32553310145438,0.5702461145599437,0.10422078398567634,0.9431441486690105,0.3984932194876946,0.0383726770467102,0.9431441486690105,0.3984932194876946,0.0383726770467102,0.3984932194876946,0.544650929181316,0.05685585133098945,0.9431441486690105,0.3984932194876946,0.0383726770467102,0.544650929181316,0.9454545454545454,0.9426495393797846,51.08908307492612,10.0,100.0120481937844,roi,3,3.6864,10189,32850,14590,-4.0,4.0,0.0,2.35,-2.0,2.0
32,sample_0032,C1_standard_cath,3Cam,0.052128315854410856,0.059426735853718805,0.053440973064997475,0.9478716841455892,0.7827472753444376,0.017339296476827155,0.009803366011220038,0.02500110216317224,0.013372671006638233,9.953204403183122,0.10377522132645067,0.9909566166715312,9726,8094,9284,9726,8094,71.58910638314256,137.29530422331925,104.16333483215293,250.49950473024043,0.017233950883239983,0.02137385717815666,0.01908194343527374,0.017928464390753473,0.03726841878500646,0.059426735853718805,0.04580871682965122,0.04027161672056348,0.05644118914261095,0.08549542871262664,0.06799462655534745,0.06055705651502063,544878,0.911848156835108,0.32937831955043145,0.5824698372846766,0.08815184316489195,0.911848156835108,0.32937831955043145,0.5824698372846766,0.08815184316489195,0.9545548015628214,0.4355336212214682,0.016656384947563233,0.9545548015628214,0.4355336212214682,0.016656384947563233,0.4355336212214682,0.519021180341353,0.045445198437178695,0.9545548015628214,0.4355336212214682,0.016656384947563233,0.519021180341353,0.9478716841455892,0.9405732641462812,52.52342960058031,10.0,104.7045388038767,roi,3,3.6864,10681,32732,14630,-4.0,4.0,0.0,2.35,-2.0,2.0
36,sample_0036,C1_standard_cath,3Cam,0.054988605964529876,0.05541327124563446,0.05507301750687381,0.9450113940354701,0.8039235113444961,0.017098604789794757,0.009509915167234019,0.0257589340501176,0.013657149919663825,9.928562349194605,0.10741388428467036,1.0027011922586608,10093,8590,9696,10093,8590,64.613951271675,224.55511907498814,104.04326178378946,230.05434483462363,0.0165016501650165,0.02048894062863795,0.01828039635223,0.017169927652168484,0.039294554455445545,0.05541327124563446,0.04598225729283378,0.04172177623843665,0.06126237623762376,0.07718277066356229,0.06830719662319742,0.06389842606427285,544053,0.90193418655903,0.3213050934375879,0.5806290931214422,0.0980658134409699,0.90193418655903,0.3213050934375879,0.5806290931214422,0.0980658134409699,0.9606658079857326,0.43654017635985337,0.04488259189537303,0.9606658079857326,0.43654017635985337,0.04488259189537303,0.43654017635985337,0.5241256316258793,0.039334192014267313,0.9606658079857326,0.43654017635985337,0.04488259189537303,0.5241256316258793,0.9450113940354701,0.9445867287543656,53.11865243262891,10.0,101.33620337491877,roi,3,3.6864,11069,32923,14657,-4.0,4.0,0.0,2.35,-2.0,2.0
1,sample_0001,N1_mirrored_head,3Cam,0.03184713375796178,0.026608051827857474,0.030640520089523608,0.9681528662420382,0.8373805732484076,0.006125544774977962,0.0033279656468062266,0.008048961145218497,0.004140408560903583,10.407753793375617,0.0654864769328074,1.0626185629401386,10048,8644,8722,10048,8644,60.41523076822993,115.00000171363354,82.46211374113444,228.3637483362697,0.006191240541160285,0.0071726052753354926,0.006645889989479326,0.006365425624146334,0.02430635175418482,0.026608051827857474,0.025405175027900885,0.024734273952679017,0.04150424214629672,0.04384544192503471,0.042642731685969625,0.04195226423217675,544256,0.8907223806444027,0.27936302034336785,0.6113593603010348,0.10927761935559736,0.8907223806444027,0.27936302034336785,0.6113593603010348,0.10927761935559736,0.8680334394904459,0.4759156050955414,0.08568869426751592,0.8680334394904459,0.4759156050955414,0.08568869426751592,0.4759156050955414,0.39211783439490444,0.13196656050955413,0.8680334394904459,0.4759156050955414,0.08568869426751592,0.39211783439490444,0.9681528662420382,0.9733919481721425,53.80910306446274,10.0,100.12298141432444,roi,3,3.6864,11188,32435,14313,-4.0,4.0,0.0,2.35,-2.0,2.0
5,sample_0005,N1_mirrored_head,3Cam,0.05077560458618364,0.04637217669398361,0.04982926312568505,0.9492243954138163,0.9193563927160613,0.013787539367731156,0.007363115240166041,0.015432977294603478,0.007980179193915473,10.092211783047022,0.10366174044165943,1.1288291876859244,10379,10006,8611,10379,10006,51.23475459325532,111.97096613851606,100.00000149011612,245.0000036507845,0.0155614911160144,0.01489106536078353,0.015218898386831834,0.01542261963614791,0.04436186273371269,0.04637217669398361,0.04534474933856038,0.04474985947501928,0.06282661711764023,0.06196282230661603,0.06239173011028764,0.06265193683058977,543199,0.8951894241336968,0.295370573215341,0.5998188509183559,0.10481057586630314,0.8951894241336968,0.295370573215341,0.5998188509183559,0.10481057586630314,0.8296560362269968,0.4605453319202235,0.09750457654880046,0.8296560362269968,0.4605453319202235,0.09750457654880046,0.4605453319202235,0.3691107043067733,0.17034396377300318,0.8296560362269968,0.4605453319202235,0.09750457654880046,0.3691107043067733,0.9492243954138163,0.9536278233060164,52.61147587783608,10.0,98.39952107730406,roi,3,3.6864,12507,32896,14602,-4.0,4.0,0.0,2.35,-2.0,2.0
