sample_index,sample_name,layout,rig_id,strict_roi_surface_recall,strict_roi_surface_precision,strict_roi_surface_f2,strict_roi_false_empty_rate,strict_roi_overfill_ratio,strict_roi_surface_iou_weighted,strict_roi_surface_iou_unweighted,strict_roi_filled_iou_weighted,strict_roi_filled_iou_unweighted,strict_roi_robert_loss,strict_roi_robert_coverage,strict_roi_robert_overfill,strict_roi_gt_surface_voxels,strict_roi_reconstruction_voxels,visible_gt_surface_voxels,distance_gt_surface_voxels,distance_reconstruction_voxels,gt_to_reconstruction_median_cm,gt_to_reconstruction_p95_cm,reconstruction_to_gt_median_cm,reconstruction_to_gt_p95_cm,visible_gt_recall_at_5cm,surface_precision_at_5cm,surface_f1_at_5cm,surface_f2_at_5cm,visible_gt_recall_at_10cm,surface_precision_at_10cm,surface_f1_at_10cm,surface_f2_at_10cm,visible_gt_recall_at_15cm,surface_precision_at_15cm,surface_f1_at_15cm,surface_f2_at_15cm,free_volume_voxels_total,certified_free_volume_fraction,single_view_certified_free_volume_fraction,redundantly_certified_free_volume_fraction,unknown_free_volume_fraction,roi_certified_free_volume_fraction,roi_single_view_certified_free_volume_fraction,roi_redundantly_certified_free_volume_fraction,roi_unknown_free_volume_fraction,roi_visible_1plus,roi_visible_2plus,roi_visible_3plus,visible_by_at_least_1_camera,visible_by_at_least_2_cameras,visible_by_at_least_3_cameras,redundant_coverage_fraction,single_view_risk_fraction,blind_surface_fraction,observable_surface_fraction,redundant_surface_fraction,strong_redundancy_fraction,single_view_surface_fraction,strict_missed_surface_fraction,strict_extra_surface_fraction,navigation_visibility_score,headline_threshold_cm,mean_view_diversity_deg,metric_scope,num_depth_cameras,raw_depth_mb_per_sample,reconstruction_voxels_total,gt_props_voxels_total,gt_surface_voxels_total,roi_x_min,roi_x_max,roi_y_min,roi_y_max,roi_z_min,roi_z_max
39,sample_0039,N2_mirrored_support,3Cam,0.14605405405405406,0.13581730769230768,0.14388508872331024,0.853945945945946,0.9327567567567567,0.03267972367059398,0.023575115746900112,0.047668646497003524,0.03383670656056144,8.952024070091959,0.21349934402909088,1.0870175106074653,9250,9984,6954,9250,9984,32.40370397489211,123.52630539974932,100.00000149011612,229.95105566010537,0.058383664078228356,0.04437099358974359,0.05042187368151333,0.05491514651448291,0.137331032499281,0.13581730769230768,0.1365699757397356,0.13702559419447768,0.2079378774805867,0.19831730769230768,0.20301367974738796,0.20593980850420318,545610,0.9048826084565899,0.32906838217774603,0.5758142262788438,0.09511739154341013,0.9048826084565899,0.32906838217774603,0.5758142262788438,0.09511739154341013,0.7517837837837837,0.3382702702702703,0.05048648648648649,0.7517837837837837,0.3382702702702703,0.05048648648648649,0.3382702702702703,0.4135135135135135,0.24821621621621623,0.7517837837837837,0.3382702702702703,0.05048648648648649,0.4135135135135135,0.853945945945946,0.8641826923076923,45.57090434361342,10.0,97.98287412930172,roi,3,3.6864,12704,32469,14459,-4.0,4.0,0.0,2.35,-2.0,2.0
0,sample_0000,C1_standard_cath,4CamAsym,0.06773637734223563,0.05915813424345848,0.06582731539752994,0.9322636226577644,1.0687055782898989,0.019664089655809347,0.011010296666326842,0.029200449336484493,0.0157634863679578,9.973339398800398,0.12693317499851675,1.2426711490157676,9286,10548,9070,9286,10548,53.15072985568082,145.68802501425537,125.29964272852683,242.07437234539327,0.021389195148842337,0.020477815699658702,0.020923585770523626,0.021200486664092494,0.052039691289966925,0.05915813424345848,0.055371065550101066,0.05332295146360031,0.0785005512679162,0.07783466059916572,0.07816618779370722,0.0783664631992187,545797,0.9339058294567395,0.20932874310412114,0.7245770863526183,0.06609417054326058,0.9339058294567395,0.20932874310412114,0.7245770863526183,0.06609417054326058,0.9767391772560844,0.7730992892526384,0.3862804221408572,0.9767391772560844,0.7730992892526384,0.3862804221408572,0.7730992892526384,0.20363988800344604,0.023260822743915572,0.9767391772560844,0.7730992892526384,0.3862804221408572,0.20363988800344604,0.9322636226577644,0.9408418657565415,74.52658170163784,10.0,97.21018723529937,roi,4,4.9152,13368,32125,14215,-4.0,4.0,0.0,2.35,-2.0,2.0
4,sample_0004,C1_standard_cath,4CamAsym,0.05489357368367451,0.04970048670909771,0.05376991528442376,0.9451064263163255,1.0340156838781953,0.016205334066137913,0.009005905511811024,0.025003973220953785,0.01333727635664646,10.168745286298252,0.1042864694304747,1.2116099808282401,9819,10684,9599,9819,10684,68.00735355706574,199.37402334467328,122.57650854784492,229.01965322463445,0.01802271069903115,0.017128416323474355,0.017564187454524323,0.01783645828638392,0.04229607250755287,0.04970048670909771,0.04570030460722266,0.04359503647580399,0.06531930409417648,0.07160239610632722,0.0683166901709808,0.06648613232804966,544983,0.930249200433775,0.2172086101768312,0.7130405902569438,0.069750799566225,0.930249200433775,0.2172086101768312,0.7130405902569438,0.069750799566225,0.9775944597209492,0.7310316732864854,0.3424992361747632,0.9775944597209492,0.7310316732864854,0.3424992361747632,0.7310316732864854,0.2465627864344638,0.02240554027905082,0.9775944597209492,0.7310316732864854,0.3424992361747632,0.2465627864344638,0.9451064263163255,0.9502995132909022,71.98608334113314,10.0,94.3622509883307,roi,4,4.9152,13622,33097,14737,-4.0,4.0,0.0,2.35,-2.0,2.0
8,sample_0008,C1_standard_cath,4CamAsym,0.06290356175796709,0.05684804828190402,0.06159140558789884,0.9370964382420329,1.0090606123724224,0.017240844960854585,0.009703312334891282,0.02979892967939593,0.016102862390938312,9.97828197949692,0.12356646338777211,1.2139466136003247,9602,10273,9171,9602,10273,79.68688843997329,136.83932387310486,111.01801821016994,227.70595412779707,0.019518046014611275,0.01859242674973231,0.019043995757727,0.01932562177583635,0.04895867408134336,0.05684804828190402,0.052609229467275774,0.05035636573359697,0.07152982226583797,0.07787403874233427,0.07456723156649157,0.07271460007191652,545597,0.9328570355042275,0.21357705412603076,0.7192799813781967,0.06714296449577252,0.9328570355042275,0.21357705412603076,0.7192799813781967,0.06714296449577252,0.9551135180170798,0.6386169548010832,0.267652572380754,0.9551135180170798,0.6386169548010832,0.267652572380754,0.6386169548010832,0.3164965632159967,0.04488648198292022,0.9551135180170798,0.6386169548010832,0.267652572380754,0.3164965632159967,0.9370964382420329,0.943151951718096,66.92468530170981,10.0,90.05500390315765,roi,4,4.9152,13087,32829,14741,-4.0,4.0,0.0,2.35,-2.0,2.0
12,sample_0012,C1_standard_cath,4CamAsym,0.05038227798470888,0.04701141705842848,0.049669980391539706,0.9496177220152912,0.9736326210546952,0.015689383654158808,0.008606777837547068,0.024968921618861096,0.01309328968903437,10.197464930405216,0.10089348621454897,1.2063997927769368,10202,10423,9498,10202,10423,64.03124332846835,129.03488092840894,106.77078411132175,229.8205804024068,0.017687934301958308,0.01688573347404778,0.017277527294145698,0.017521453825564828,0.03927142556327648,0.04701141705842848,0.04279426383130766,0.040608590731038625,0.06253948199620973,0.06888611724071764,0.06555955786358222,0.06371349596370046,544601,0.9305748612286794,0.2219992251207765,0.7085756361079029,0.06942513877132066,0.9305748612286794,0.2219992251207765,0.7085756361079029,0.06942513877132066,0.9309939227602431,0.6973142521074299,0.28072926877082927,0.9309939227602431,0.6973142521074299,0.28072926877082927,0.6973142521074299,0.23367967065281317,0.06900607723975691,0.9309939227602431,0.6973142521074299,0.28072926877082927,0.23367967065281317,0.9496177220152912,0.9529885829415715,68.57484580828684,10.0,89.2905394013246,roi,4,4.9152,13092,32615,14544,-4.0,4.0,0.0,2.35,-2.0,2.0
16,sample_0016,C1_standard_cath,4CamAsym,0.06426236207601144,0.060106010601060106,0.06338573299289199,0.9357376379239886,0.9601552921945239,0.01972294188456857,0.010933428702804884,0.029557424601570143,0.015683795418284716,9.872736943069778,0.12613976057442078,1.1341345490321586,9788,9999,9564,9788,9999,76.48529384361144,189.07670682935282,110.00000163912773,230.38012410309676,0.02070263488080301,0.0214021402140214,0.021046576950988178,0.020838853868938894,0.04799247176913425,0.060106010601060106,0.0533705183213938,0.0500081631108098,0.06744040150564617,0.0813081308130813,0.07372782644951766,0.06982214257689902,545058,0.9343721218659299,0.1999585365227187,0.7344135853432112,0.06562787813407013,0.9343721218659299,0.1999585365227187,0.7344135853432112,0.06562787813407013,0.9771148344912137,0.769922353902738,0.28156926849203107,0.9771148344912137,0.769922353902738,0.28156926849203107,0.769922353902738,0.2071924805884757,0.02288516550878627,0.9771148344912137,0.769922353902738,0.28156926849203107,0.2071924805884757,0.9357376379239886,0.9398939893989399,72.4808894450682,10.0,91.91032140023933,roi,4,4.9152,12877,33140,14845,-4.0,4.0,0.0,2.35,-2.0,2.0
20,sample_0020,C1_standard_cath,4CamAsym,0.05516420279789662,0.04739046062710653,0.053411907536183634,0.9448357972021034,0.925389423553924,0.016436181263601093,0.009141696292534281,0.02452528760993469,0.012992345367627651,10.044976406081217,0.10731508410453361,1.1181272473467836,10079,9791,9874,10079,9791,63.245554145799765,148.6901108054779,111.01801821016994,225.6379860530203,0.017723313753291472,0.018384230415687878,0.0180477233369954,0.01785166794084127,0.04273850516508001,0.04739046062710653,0.04494442887444513,0.04359436967209735,0.06329754911889812,0.06761311408436319,0.06538419873699063,0.06411602007293994,543786,0.9322086261875075,0.197881151776618,0.7343274744108895,0.06779137381249241,0.9322086261875075,0.197881151776618,0.7343274744108895,0.06779137381249241,0.9796606806230777,0.7577140589344181,0.27205079869034626,0.9796606806230777,0.7577140589344181,0.27205079869034626,0.7577140589344181,0.22194662168865958,0.020339319376922314,0.9796606806230777,0.7577140589344181,0.27205079869034626,0.22194662168865958,0.9448357972021034,0.9526095393728935,71.89122002701154,10.0,91.82866538202936,roi,4,4.9152,12446,32596,14342,-4.0,4.0,0.0,2.35,-2.0,2.0
24,sample_0024,C1_standard_cath,4CamAsym,0.06546947152385839,0.06256949358132012,0.06486816809029225,0.9345305284761416,0.9516675218060544,0.01954131076526763,0.010965250965250965,0.030877720061117976,0.01663002074881546,9.840479569680065,0.12987983027415628,1.1392778726396933,9745,9893,9519,9745,9893,72.28416255112275,194.2485463857478,105.59356198318103,220.76005228072424,0.021010610358230906,0.021530375012635196,0.02126731744990885,0.021112545927221386,0.04958504044542494,0.06256949358132012,0.05532564326181714,0.051732136293165296,0.0658682634730539,0.08470635803093096,0.07410891228408684,0.06893436652622542,545731,0.9330585948022011,0.20876402476678071,0.7242945700354204,0.06694140519779891,0.9330585948022011,0.20876402476678071,0.7242945700354204,0.06694140519779891,0.9768086198050282,0.745510518214469,0.23160595177013854,0.9768086198050282,0.745510518214469,0.23160595177013854,0.745510518214469,0.23129810159055927,0.02319138019497178,0.9768086198050282,0.745510518214469,0.23160595177013854,0.23129810159055927,0.9345305284761416,0.9374305064186799,70.45616406756307,10.0,91.82285180709785,roi,4,4.9152,12581,32448,14650,-4.0,4.0,0.0,2.35,-2.0,2.0
28,sample_0028,C1_standard_cath,4CamAsym,0.06077348066298342,0.053006494866959984,0.059043173862310394,0.9392265193370166,0.9080863887493722,0.016831321246251668,0.009420777472954087,0.026718208786026192,0.01430615164520744,9.924230623144025,0.11874818147324584,1.1117124380966301,9955,9546,9582,9955,9546,80.7774733106957,213.71418108924397,112.02678418136954,227.99391200040813,0.018054685869338342,0.019065577205112087,0.018546366800554395,0.018248196334503825,0.04623251930703402,0.053006494866959984,0.049388314016064125,0.04744517235560864,0.06741807555833855,0.07332914309658496,0.07024948353735512,0.06852280115149824,545112,0.9337218773389688,0.20981559752858128,0.7239062798103876,0.06627812266103113,0.9337218773389688,0.20981559752858128,0.7239062798103876,0.06627812266103113,0.962531391260673,0.7471622300351582,0.25585133098945256,0.962531391260673,0.7471622300351582,0.25585133098945256,0.7471622300351582,0.2153691612255148,0.03746860873932697,0.962531391260673,0.7471622300351582,0.25585133098945256,0.2153691612255148,0.9392265193370166,0.94699350513304,70.71414546677856,10.0,89.39428574623021,roi,4,4.9152,12212,32850,14590,-4.0,4.0,0.0,2.35,-2.0,2.0
32,sample_0032,C1_standard_cath,4CamAsym,0.056343820686818834,0.051367443738015946,0.05527287519298701,0.9436561793131811,0.9664815957228049,0.016666893979348625,0.009407772979642195,0.025316194481223513,0.013558602280999758,10.097223495538842,0.10917880068962671,1.189011502662253,9726,9909,9506,9726,9909,55.452683358356445,262.89256429918515,101.1187435875701,251.65452413705623,0.017252261729434042,0.018468059339993945,0.017839469737632827,0.017482444158934362,0.04134231011992426,0.051367443738015946,0.04581284494269931,0.043021572231064155,0.06522196507468966,0.0734685639317792,0.06910009133532986,0.06671977917432322,544878,0.9401223760181179,0.19864079665539808,0.7414815793627197,0.059877623981882185,0.9401223760181179,0.19864079665539808,0.7414815793627197,0.059877623981882185,0.977380217972445,0.7534443758996504,0.24419082870655973,0.977380217972445,0.7534443758996504,0.24419082870655973,0.7534443758996504,0.22393584207279457,0.02261978202755501,0.977380217972445,0.7534443758996504,0.24419082870655973,0.22393584207279457,0.9436561793131811,0.9486325562619841,71.32542154068983,10.0,91.1822690554772,roi,4,4.9152,12678,32732,14630,-4.0,4.0,0.0,2.35,-2.0,2.0
36,sample_0036,C1_standard_cath,4CamAsym,0.05518676310314079,0.05111350927106838,0.054320991259396344,0.9448132368968593,0.9582879223224017,0.01620840521467628,0.00900273563790102,0.026433065136613428,0.013997760358342666,10.068663694425958,0.1094839942971626,1.1635036376179997,10093,10193,9861,10093,10193,67.26812123774165,189.2749351278933,103.6822083116239,232.88409332740048,0.017239630869080216,0.017757284410870204,0.017494629228425446,0.01734073294775328,0.03995537977892709,0.05111350927106838,0.04485087489401738,0.04177948012335239,0.05932461210830545,0.07122535073089376,0.0647325546862515,0.061375609626671386,544053,0.9355099595076215,0.1945031090720941,0.7410068504355274,0.0644900404923785,0.9355099595076215,0.1945031090720941,0.7410068504355274,0.0644900404923785,0.9770137719211335,0.7720202120281383,0.25998216585752504,0.9770137719211335,0.7720202120281383,0.25998216585752504,0.7720202120281383,0.20499355989299514,0.022986228078866543,0.9770137719211335,0.7720202120281383,0.25998216585752504,0.20499355989299514,0.9448132368968593,0.9488864907289316,72.23082852816714,10.0,90.34189857973978,roi,4,4.9152,12828,32923,14657,-4.0,4.0,0.0,2.35,-2.0,2.0
1,sample_0001,N1_mirrored_head,4CamAsym,0.04239649681528662,0.03250743310208127,0.03996495458351076,0.9576035031847134,0.9715366242038217,0.007747736901924123,0.004188690535554004,0.01435368630403525,0.007432333577176298,10.337906495344377,0.08757293022475321,1.21363579782677,10048,10090,9295,10048,10090,60.41523076822993,127.50489585436387,75.00000111758709,225.3691297864313,0.0078536847767617,0.008325074331020813,0.008082512274689426,0.007943643142324902,0.02926304464766003,0.03250743310208127,0.030800035903915595,0.029859058390095533,0.05013448090371167,0.05113974231912785,0.050632122432134226,0.05033235901639482,544256,0.9093753674741298,0.18868326669802446,0.7206921007761053,0.09062463252587018,0.9093753674741298,0.18868326669802446,0.7206921007761053,0.09062463252587018,0.9250597133757962,0.6720740445859873,0.3387738853503185,0.9250597133757962,0.6720740445859873,0.3387738853503185,0.6720740445859873,0.25298566878980894,0.07494028662420382,0.9250597133757962,0.6720740445859873,0.3387738853503185,0.25298566878980894,0.9576035031847134,0.9674925668979187,68.70339872141473,10.0,97.1095745944993,roi,4,4.9152,12721,32435,14313,-4.0,4.0,0.0,2.35,-2.0,2.0
5,sample_0005,N1_mirrored_head,4CamAsym,0.059254263416514116,0.048133344672166,0.05663713001313609,0.9407457365834859,1.078427594180557,0.015323580401510597,0.008243384797558866,0.02297212780624168,0.011870008262186725,10.100900733346853,0.1203974466338622,1.3048751999079733,10379,11759,9200,10379,11759,52.2015333224162,108.85770690749241,94.07444001295227,245.0000036507845,0.01858695652173913,0.015392465345692661,0.016839549846313466,0.017846210192849314,0.04847826086956522,0.048133344672166,0.04830518707266578,0.048408882737345935,0.06956521739130435,0.0655667998979505,0.06750685411274127,0.06872699072051916,543199,0.9132730362169297,0.20306554319871722,0.7102074930182125,0.0867269637830703,0.9132730362169297,0.20306554319871722,0.7102074930182125,0.0867269637830703,0.8864052413527315,0.6490027941034782,0.3361595529434435,0.8864052413527315,0.6490027941034782,0.3361595529434435,0.6490027941034782,0.2374024472492533,0.11359475864726852,0.8864052413527315,0.6490027941034782,0.3361595529434435,0.2374024472492533,0.9407457365834859,0.951866655327834,66.9522364369877,10.0,96.45886048660854,roi,4,4.9152,14410,32896,14602,-4.0,4.0,0.0,2.35,-2.0,2.0
9,sample_0009,N1_mirrored_head,4CamAsym,0.04856877131342358,0.03738601823708207,0.04582723994606956,0.9514312286865764,0.9818125452102925,0.00807052885792092,0.00447070914696814,0.012857930198316738,0.00659444182760245,10.292327185672024,0.09186373978774454,1.2109645837972347,9677,9870,8607,9677,9870,46.36809316841694,117.5478542391456,76.3216887496505,251.24689427189267,0.009875682583943302,0.008814589665653495,0.009315015691928058,0.009643507122502663,0.04287208086441269,0.03738601823708207,0.03994154895275207,0.04164973587972368,0.07865690716858371,0.06312056737588652,0.07003748126372711,0.07496649382306848,545008,0.9143223585708834,0.18184503713706954,0.7324773214338138,0.08567764142911663,0.9143223585708834,0.18184503713706954,0.7324773214338138,0.08567764142911663,0.8894285419034825,0.6537149943164203,0.3481450862870724,0.8894285419034825,0.6537149943164203,0.3481450862870724,0.6537149943164203,0.23571354758706212,0.11057145809651751,0.8894285419034825,0.6537149943164203,0.3481450862870724,0.23571354758706212,0.9514312286865764,0.9626139817629179,67.76188077210186,10.0,96.72429988824642,roi,4,4.9152,12694,32621,14178,-4.0,4.0,0.0,2.35,-2.0,2.0
13,sample_0013,N1_mirrored_head,4CamAsym,0.08400789733464956,0.08381676335267053,0.08396960083277957,0.9159921026653505,0.9042448173741362,0.01586623156515457,0.010391044626273781,0.02668042255857917,0.015901060070671377,9.680795302366421,0.1410551985948374,1.0913472885310682,10130,9998,9064,10130,9998,47.696960781587364,157.0031870206056,86.16844098208024,236.37893659377687,0.021844660194174758,0.020704140828165633,0.021259114717058644,0.02160661350256774,0.07480141218005296,0.08381676335267053,0.07905288586360801,0.07644592048926767,0.11915269196822595,0.1269253850770154,0.12291628325955772,0.1206301284439949,544266,0.9126180948286315,0.18238692110107926,0.7302311737275523,0.08738190517136842,0.9126180948286315,0.18238692110107926,0.7302311737275523,0.08738190517136842,0.8947680157946692,0.6341559723593287,0.3258637709772952,0.8947680157946692,0.6341559723593287,0.3258637709772952,0.6341559723593287,0.26061204343534056,0.1052319842053307,0.8947680157946692,0.6341559723593287,0.3258637709772952,0.26061204343534056,0.9159921026653505,0.9161832366473295,66.6877433222154,10.0,97.55256628763371,roi,4,4.9152,12593,32188,14281,-4.0,4.0,0.0,2.35,-2.0,2.0
17,sample_0017,N1_mirrored_head,4CamAsym,0.057473619506198136,0.04335837215936104,0.053960283075067894,0.9425263804938019,1.0307345558856675,0.014752940374709525,0.008253778838504375,0.021234913567350227,0.011383721278571643,10.161891312828065,0.10933215157677356,1.2552128288274924,9761,10517,9270,9761,10517,55.226805908879825,130.95801048851433,75.66373087958522,218.74643180184935,0.01704422869471413,0.015783968812398973,0.01638990834574283,0.016776329844596996,0.04412081984897519,0.04335837215936104,0.04373627334842534,0.043966192632480264,0.07637540453074433,0.06855567176951602,0.07225458194246928,0.07467192904911647,545363,0.9104688070147773,0.22486490649347315,0.6856039005213042,0.08953119298522269,0.9104688070147773,0.22486490649347315,0.6856039005213042,0.08953119298522269,0.9496977768671243,0.7059727486937813,0.3605163405388792,0.9496977768671243,0.7059727486937813,0.3605163405388792,0.7059727486937813,0.2437250281733429,0.05030222313287573,0.9496977768671243,0.7059727486937813,0.3605163405388792,0.2437250281733429,0.9425263804938019,0.956641627840639,70.30207513036974,10.0,95.78646626961755,roi,4,4.9152,13206,32478,14522,-4.0,4.0,0.0,2.35,-2.0,2.0
21,sample_0021,N1_mirrored_head,4CamAsym,0.06483894506410924,0.052657431967776794,0.06197169903560501,0.9351610549358907,1.0052121338475972,0.016042465197701136,0.008929938255855488,0.024018708580549334,0.012735976876524252,9.973279213172825,0.12550624841805624,1.2283416975870063,9593,10179,8759,9593,10179,48.989795585668396,120.62338261557663,71.41428534958426,241.71781378424203,0.01872359858431328,0.017192258571568916,0.017925282799442006,0.01839588875602257,0.05388743007192602,0.052657431967776794,0.05326533121556593,0.05363685488299926,0.09293298321726225,0.07711955987818057,0.08429101539350835,0.08927192811326262,545349,0.9127109429007846,0.19032766173587923,0.7223832811649054,0.08728905709921536,0.9127109429007846,0.19032766173587923,0.7223832811649054,0.08728905709921536,0.9130616074220786,0.6991556343166893,0.3527572188053789,0.9130616074220786,0.6991556343166893,0.3527572188053789,0.6991556343166893,0.21390597310538934,0.0869383925779214,0.9130616074220786,0.6991556343166893,0.3527572188053789,0.21390597310538934,0.9351610549358907,0.9473425680322232,69.7496823721147,10.0,96.61908559937798,roi,4,4.9152,12817,31651,13862,-4.0,4.0,0.0,2.35,-2.0,2.0
25,sample_0025,N1_mirrored_head,4CamAsym,0.08198910921606904,0.062427168303645746,0.07715378563267342,0.9180108907839309,1.15729990753108,0.019561132643830945,0.011582472788166341,0.027125909457193557,0.0150240045184976,9.879586710428796,0.1413653400642425,1.2932401112943182,9733,12014,8601,9733,12014,36.74234668925129,98.10708581365239,95.00000141561031,249.11593942727868,0.027787466573654225,0.020725819876810388,0.023742692741564674,0.026014732370561067,0.07603767003836763,0.062427168303645746,0.06856349210010186,0.0728606248883695,0.12824090222067203,0.09946728816380888,0.11203615253392986,0.12122724758205865,544540,0.9126987916406508,0.21686377492929812,0.6958350167113527,0.08730120835934918,0.9126987916406508,0.21686377492929812,0.6958350167113527,0.08730120835934918,0.8836946470769547,0.6687557793075105,0.3788143429569506,0.8836946470769547,0.6687557793075105,0.3788143429569506,0.6687557793075105,0.21493886776944415,0.11630535292304531,0.8836946470769547,0.6687557793075105,0.3788143429569506,0.21493886776944415,0.9180108907839309,0.9375728316963543,68.22114524351777,10.0,96.63725766174917,roi,4,4.9152,14806,32716,14421,-4.0,4.0,0.0,2.35,-2.0,2.0
29,sample_0029,N1_mirrored_head,4CamAsym,0.10014443909484834,0.10022333891680625,0.10016020911957954,0.8998555609051516,0.9310544053923929,0.02375754906606228,0.014888814177993372,0.03136216510733815,0.018017248740500383,9.533420384226254,0.1640136996546968,1.1735573809849378,10385,10746,9325,10385,10746,49.49747542062817,139.82131662459557,75.99324388196486,234.82706639582608,0.03099195710455764,0.028847943420807744,0.029881541152408868,0.030538032479459177,0.09308310991957104,0.10022333891680625,0.09652135383021848,0.09442858843302823,0.14069705093833781,0.1522426949562628,0.1462423485200814,0.14286392805090076,543809,0.9107738194844146,0.2225818256042103,0.6881919938802042,0.08922618051558544,0.9107738194844146,0.2225818256042103,0.6881919938802042,0.08922618051558544,0.8979297063071738,0.6640346653827636,0.3190178141550313,0.8979297063071738,0.6640346653827636,0.3190178141550313,0.6640346653827636,0.2338950409244102,0.10207029369282619,0.8979297063071738,0.6640346653827636,0.3190178141550313,0.2338950409244102,0.8998555609051516,0.8997766610831938,67.01078180068804,10.0,94.15469368340861,roi,4,4.9152,13343,32808,14523,-4.0,4.0,0.0,2.35,-2.0,2.0
33,sample_0033,N1_mirrored_head,4CamAsym,0.05638373390122706,0.04705102717031146,0.05423230704640821,0.9436162660987729,1.0207889666362437,0.015685889069870004,0.008443193600948008,0.022880309693224656,0.0117688286657127,10.117355868160063,0.1141320098168137,1.258675966563539,9861,10563,9072,9861,10563,61.84658530585083,171.74834973136944,80.15609890382592,233.81081949476703,0.01763668430335097,0.016188582788980402,0.016881636037850402,0.01732670257651107,0.04497354497354497,0.04705102717031146,0.045988836181440625,0.04537423405135144,0.06558641975308642,0.06399697055760674,0.0647819471901986,0.06526224496216584,544700,0.9129208738755279,0.20984211492564714,0.7030787589498807,0.08707912612447219,0.9129208738755279,0.20984211492564714,0.7030787589498807,0.08707912612447219,0.9199878308487983,0.662914511712808,0.37633100091268634,0.9199878308487983,0.662914511712808,0.37633100091268634,0.662914511712808,0.25707331913599024,0.0800121691512017,0.9199878308487983,0.662914511712808,0.37633100091268634,0.25707331913599024,0.9436162660987729,0.9529489728296885,68.80377466818146,10.0,96.22292926917571,roi,4,4.9152,13310,31754,14005,-4.0,4.0,0.0,2.35,-2.0,2.0
37,sample_0037,N1_mirrored_head,4CamAsym,0.057238413760152894,0.0443198738722957,0.054085406240833536,0.9427615862398471,1.0426182513139035,0.015594586734399972,0.008340629464079997,0.022036413517993292,0.011388827311017513,10.110154880009695,0.11245962866331649,1.2347511668624276,10465,11417,9416,10465,11417,44.158804989656694,98.36157933023173,102.1028908047623,221.69799607751116,0.01784197111299915,0.01585355172111763,0.01678909172824728,0.017405360356441267,0.047684791843670346,0.0443198738722957,0.04594079971253888,0.04697154346572395,0.07805862361937128,0.0603486029604975,0.06807056251112717,0.0737311648587876,542909,0.9124788868852791,0.21351091987791693,0.6989679670073622,0.08752111311472088,0.9124788868852791,0.21351091987791693,0.6989679670073622,0.08752111311472088,0.8997611084567606,0.650740563784042,0.3626373626373626,0.8997611084567606,0.650740563784042,0.3626373626373626,0.650740563784042,0.24902054467271859,0.10023889154323937,0.8997611084567606,0.650740563784042,0.3626373626373626,0.24902054467271859,0.9427615862398471,0.9556801261277043,67.63319752828717,10.0,95.92543470167863,roi,4,4.9152,14139,32038,14283,-4.0,4.0,0.0,2.35,-2.0,2.0
2,sample_0002,C2_radial_echo,4CamAsym,0.07938308006350646,0.0694531087544188,0.0771762446633518,0.9206169199364935,1.0149693808119755,0.02129379418793048,0.012744451768842013,0.03210119803740731,0.01772743272215289,9.759270093228176,0.14395420049668084,1.1988120984368065,8818,9618,8609,8818,9618,52.2015333224162,206.00970943418682,76.48529384361144,218.00229681440376,0.025786967127424787,0.024121438968600542,0.024926412298269033,0.025435712008318956,0.06435126030897897,0.0694531087544188,0.06680491992912115,0.06531077291026775,0.10036008827970729,0.10126845498024538,0.10081222546615123,0.10054045560524127,546518,0.9449569822036968,0.18630127461492577,0.7586557075887711,0.05504301779630314,0.9449569822036968,0.18630127461492577,0.7586557075887711,0.05504301779630314,0.9762984803810388,0.7815831254252665,0.32479020185983215,0.9762984803810388,0.7815831254252665,0.32479020185983215,0.7815831254252665,0.19471535495577227,0.023701519618961216,0.9762984803810388,0.7815831254252665,0.32479020185983215,0.19471535495577227,0.9206169199364935,0.9305468912455812,74.20658847057028,10.0,94.46437838965697,roi,4,4.9152,12587,32262,14206,-4.0,4.0,0.0,2.35,-2.0,2.0
6,sample_0006,C2_radial_echo,4CamAsym,0.06304228445908841,0.05144965735371639,0.06032385263606742,0.9369577155409116,0.9881383855024711,0.017574254033680434,0.010051616408584624,0.027485273357966796,0.01471571906354515,10.035837494863554,0.11856636713788549,1.2215011664832873,9105,9485,8918,9105,9485,47.434165609349826,215.94559426290053,77.94228750203006,197.05326906179755,0.019735366674142184,0.019504480759093307,0.019619244454219253,0.019688753223005364,0.048441354563803544,0.05144965735371639,0.04990020716008893,0.04901453845014959,0.08129625476564252,0.07812335266209805,0.07967822884073794,0.08064122219264447,545952,0.9414417384678506,0.19693672703827442,0.7445050114295763,0.058558261532149346,0.9414417384678506,0.19693672703827442,0.7445050114295763,0.058558261532149346,0.9794618341570566,0.742339373970346,0.25546403075233387,0.9794618341570566,0.742339373970346,0.25546403075233387,0.742339373970346,0.2371224601867106,0.020538165842943438,0.9794618341570566,0.742339373970346,0.25546403075233387,0.2371224601867106,0.9369577155409116,0.9485503426462836,71.26238794327207,10.0,93.58444972085462,roi,4,4.9152,12429,31993,14058,-4.0,4.0,0.0,2.35,-2.0,2.0
